arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,arrival_quantity_qtl,clean_date
ARR0002878,04-06-2026,MANDI_055,Sugarcane,Hybrid,71.87,Qtl,107.0,71.87,2026-04-06
ARR0019586,2026/01/05,MANDI_049,Cotton,Hybrid,35.7,T,31.0,35.7,2026-01-05
ARR0009934,06-03-2026,MANDI_055,Cotton,,"42,313.0 KG",,56.0,0.42,2026-06-03
ARR0002652,2026/03/10,MANDI_017,Cotton,Hybrid,277.96,quintal,,277.96,2026-03-10
ARR0022501,2026/09/07,MANDI_050,Sugarcane,PBW-343,"34,013.0 KG",,130.0,0.34,2026-09-07
ARR0022386,2026/06/28,MANDI_010,Maize,,19.145,T,11.0,19.145,2026-06-28
ARR0024004,02/05/2026,MANDI_018,Maize,Premium,4635.0,Kilo,99.0,4635.0,2026-02-05
ARR0023270,07.05.2026,MANDI_027,Mustard,Hybrid,58.45,Qtl,88.0,58.45,2026-07-05
ARR0007147,08-28-2026,MANDI_044,Rice,Local,1.186,T,63.0,1.186,2026-08-28
ARR0000958,01-31-2026,MANDI_016,Rice,HD-2967,380.87,Qtl,139.0,380.87,2026-01-31
ARR0002111,28-Aug-2026,MANDI_045,Wheat,Premium,226.88,Quintals,,226.88,2026-08-28
ARR0005109,04.09.2026,MANDI_044,Wheat,Local,394.72 qtl,,146.0,394.72,2026-04-09
ARR0020857,2026-08-18,MANDI_004,Wheat,Premium,"48,364.0 KG",,,0.48,2026-08-18
ARR0007632,22-Jun-2026,MANDI_015,Cotton,Local,"21,015.0 KG",,47.0,0.21,2026-06-22
ARR0023416,28-Apr-2026,MANDI_053,Maize,PBW-343,19.394,MT,27.0,19.394,2026-04-28
ARR0024766,17/01/2026,MANDI_045,Wheat,PBW-343,244.11,quintal,110.0,244.11,2026-01-17
ARR0022086,13/05/2026,MANDI_038,Sugarcane,Pusa-1121,284.18,Q,,284.18,2026-05-13
ARR0023670,2026/06/20,MANDI_050,Sugarcane,Pusa-1121,261.78,quintal,13.0,261.78,2026-06-20
ARR0013536,01-Feb-2026,MANDI_012,Mustard,HD-2967,309.41 qtl,,71.0,309.41,2026-02-01
ARR0010961,05.08.2026,MANDI_031,Sugarcane,Pusa-1121,37.503,MT,104.0,37.503,2026-05-08
ARR0019040,2026/08/20,MANDI_049,Mustard,Hybrid,-401.85,KG,86.0,401.85,2026-08-20
ARR0008848,2026/05/09,MANDI_028,Mustard,Local,31.84,Q,,31.84,2026-05-09
ARR0012912,08-22-2026,MANDI_029,Rice,PBW-343,"13,546.0 KG",,100.0,0.13,2026-08-22
ARR0023325,2026/05/27,MANDI_029,Maize,Premium,3229.0,Kgs,131.0,3229.0,2026-05-27
ARR0021526,11/07/2026,MANDI_005,Rice,,"44,474.0 KG",,117.0,0.44,2026-11-07
ARR0018927,22-Jan-2026,MANDI_021,Rice,Local,2.114,T,86.0,2.114,2026-01-22
ARR0018631,2026/02/06,MANDI_013,Rice,PBW-343,308.21 qtl,,,308.21,2026-02-06
ARR0010392,23/06/2026,MANDI_052,Cotton,,18127.0,Kilo,73.0,18127.0,2026-06-23
ARR0004641,27-Apr-2026,MANDI_007,Mustard,Hybrid,41088.0,KGS,100.0,41088.0,2026-04-27
ARR0002400,2026/04/09,MANDI_036,Cotton,PBW-343,12.36,quintal,66.0,12.36,2026-04-09
ARR0007311,20.06.2026,MANDI_049,Sugarcane,HD-2967,47099.0,KG,93.0,47099.0,2026-06-20
ARR0022430,08-21-2026,MANDI_046,Rice,HD-2967,39908.0,KGS,,39908.0,2026-08-21
ARR0012001,2026/02/22,MANDI_030,Sugarcane,Local,109.62,Q,134.0,109.62,2026-02-22
ARR0014025,28.03.2026,MANDI_050,Mustard,PBW-343,419.17,qtl,,419.17,2026-03-28
ARR0021409,2026-04-15,MANDI_047,Cotton,Pusa-1121,363.24 qtl,,150.0,363.24,2026-04-15
ARR0009598,02.03.2026,MANDI_032,Wheat,PBW-343,1.809,MT,149.0,1.809,2026-02-03
ARR0021383,2026-01-31,MANDI_048,Sugarcane,Hybrid,31.595999999999997,T,36.0,31.595999999999997,2026-01-31
ARR0002626,2026-07-31,MANDI_016,Rice,Local,21946.0,Kgs,43.0,21946.0,2026-07-31
,2026-06-04,MANDI_002,Cotton,Pusa-1121,2.248,Tonnes,114.0,2.248,2026-06-04
ARR0011341,15-Aug-2026,MANDI_023,Cotton,,"12,727.0 KG",,92.0,0.12,2026-08-15
ARR0003347,2026/07/16,MANDI_052,Maize,Pusa-1121,96.41 qtl,,148.0,96.41,2026-07-16
ARR0015836,25.07.2026,MANDI_053,Sugarcane,,41.282,MT,122.0,41.282,2026-07-25
ARR0017961,20.05.2026,MANDI_035,Sugarcane,,42585.0,Kilo,132.0,42585.0,2026-05-20
ARR0008298,24.01.2026,MANDI_001,Sugarcane,PBW-343,306.59,Qtl,135.0,306.59,2026-01-24
ARR0008960,15.07.2026,MANDI_033,Cotton,,34.535000000000004,MT,68.0,34.535000000000004,2026-07-15
ARR0016461,20-Feb-2026,MANDI_047,Rice,Local,29.961000000000002,MT,91.0,29.961000000000002,2026-02-20
ARR0019963,19.07.2026,MANDI_024,Mustard,PBW-343,19400.0,kg,74.0,19400.0,2026-07-19
ARR0006652,10-Feb-2026,MANDI_057,Wheat,Local,237.24,Q,142.0,237.24,2026-02-10
ARR0004948,25-Aug-2026,MANDI_006,Wheat,Local,24.912,MT,111.0,24.912,2026-08-25
ARR0018835,2026/07/31,MANDI_018,Mustard,,48838.0,KGS,111.0,48838.0,2026-07-31
ARR0010453,07-30-2026,MANDI_016,Sugarcane,PBW-343,40.39,T,18.0,40.39,2026-07-30
ARR0016219,26/04/2026,MANDI_031,Rice,Hybrid,352.38,Qtl,6.0,352.38,2026-04-26
ARR0009968,07.07.2026,MANDI_022,Wheat,HD-2967,187.07,Qtl,,187.07,2026-07-07
ARR0021898,2026-06-27,MANDI_047,Rice,HD-2967,-19.7,Qtl,112.0,19.7,2026-06-27
ARR0019603,2026-01-23,MANDI_045,Mustard,Hybrid,"42,265.0 KG",,82.0,0.42,2026-01-23
ARR0000094,2026-03-01,MANDI_051,Rice,Premium,417.36 qtl,,65.0,417.36,2026-03-01
ARR0007172,28.05.2026,MANDI_055,Rice,PBW-343,366.31 qtl,,,366.31,2026-05-28
ARR0006792,02-23-2026,MANDI_026,Sugarcane,HD-2967,491.47 qtl,,136.0,491.47,2026-02-23
ARR0009140,29-May-2026,MANDI_008,Mustard,,-133.45,Qtl,,133.45,2026-05-29
ARR0017472,2026/04/13,MANDI_044,Cotton,,210.9,qtl,113.0,210.9,2026-04-13
ARR0021264,06-09-2026,MANDI_053,Cotton,Local,"44,390.0 KG",,116.0,0.44,2026-06-09
ARR0007845,2026-08-06,MANDI_013,Cotton,Premium,183.58,qtl,42.0,183.58,2026-08-06
ARR0016332,2026-06-15,MANDI_005,Mustard,Local,3.9869999999999997,T,117.0,3.9869999999999997,2026-06-15
ARR0022714,12/03/2026,MANDI_032,Maize,HD-2967,459.66,quintal,129.0,459.66,2026-12-03
ARR0001886,02/04/2026,MANDI_057,Cotton,HD-2967,37892.0,Kgs,67.0,37892.0,2026-02-04
ARR0022556,2026/03/12,MANDI_014,Sugarcane,Pusa-1121,126.53,Qtl,43.0,126.53,2026-03-12
ARR0012787,2026/02/08,MANDI_047,Maize,PBW-343,5.311999999999999,T,59.0,5.311999999999999,2026-02-08
ARR0005774,2026-08-10,MANDI_034,Cotton,Local,"33,037.0 KG",,,0.33,2026-08-10
ARR0016850,01-Mar-2026,MANDI_005,Cotton,PBW-343,"27,080.0 KG",,117.0,0.27,2026-03-01
ARR0008191,21/08/2026,MANDI_048,Cotton,,-210.34,KG,81.0,210.34,2026-08-21
ARR0000003,2026/05/29,MANDI_052,Wheat,Local,430.71,quintal,107.0,430.71,2026-05-29
ARR0016092,2026-08-04,MANDI_022,Sugarcane,PBW-343,24927.0,kg,70.0,24927.0,2026-08-04
ARR0002760,2026-02-19,MANDI_041,Cotton,Hybrid,43.93,MT,130.0,43.93,2026-02-19
ARR0018649,24-Mar-2026,MANDI_032,Mustard,HD-2967,3818.0,kg,54.0,3818.0,2026-03-24
ARR0017513,05-24-2026,MANDI_032,Sugarcane,HD-2967,481.55,qtl,137.0,481.55,2026-05-24
ARR0012223,2026-02-09,MANDI_045,Maize,Premium,40429.0,KG,,40429.0,2026-02-09
ARR0009426,07-07-2026,MANDI_021,Wheat,,411.36,Q,,411.36,2026-07-07
ARR0023702,2026/04/22,MANDI_001,Mustard,,29716.000000000004,KG,29.0,29716.000000000004,2026-04-22
ARR0007850,2026-07-04,MANDI_048,Cotton,Local,-327.66,KG,80.0,327.66,2026-07-04
ARR0003176,15/08/2026,MANDI_005,Wheat,Hybrid,22402.0,KGS,97.0,22402.0,2026-08-15
ARR0019829,2026-08-03,MANDI_056,Rice,HD-2967,26.302999999999997,tonnes,23.0,26.302999999999997,2026-08-03
ARR0015670,19-Jul-2026,MANDI_055,Rice,Premium,130.42,quintal,52.0,130.42,2026-07-19
ARR0016305,05/05/2026,MANDI_039,Wheat,Hybrid,426.63,Q,6.0,426.63,2026-05-05
ARR0002466,2026-07-05,MANDI_032,Sugarcane,Local,2679.0,kg,79.0,2679.0,2026-07-05
ARR0014275,2026-09-09,MANDI_046,Wheat,,-283.65,Qtl,8.0,283.65,2026-09-09
ARR0023540,14/04/2026,MANDI_040,Rice,Pusa-1121,180.51 qtl,,104.0,180.51,2026-04-14
ARR0015613,17.03.2026,MANDI_013,Wheat,Premium,25669.0,Kilo,119.0,25669.0,2026-03-17
,08-May-2026,MANDI_006,Sugarcane,Pusa-1121,46272.0,KG,19.0,46272.0,2026-05-08
ARR0015249,27/04/2026,MANDI_029,Sugarcane,Hybrid,91.76,quintal,9.0,91.76,2026-04-27
ARR0020666,11/07/2026,MANDI_033,Rice,,34503.0,KG,,34503.0,2026-11-07
ARR0021038,30/07/2026,MANDI_024,Wheat,Local,23380.0,KGS,138.0,23380.0,2026-07-30
ARR0003622,2026/07/14,MANDI_003,Rice,Hybrid,20.046,MT,12.0,20.046,2026-07-14
ARR0002318,2026-03-18,MANDI_009,Wheat,Local,17.285,T,83.0,17.285,2026-03-18
ARR0007087,13.06.2026,MANDI_050,Sugarcane,HD-2967,48418.0,KG,143.0,48418.0,2026-06-13
ARR0004478,2026-05-08,MANDI_049,Wheat,Hybrid,25.796,T,99.0,25.796,2026-05-08
ARR0010083,05-18-2026,MANDI_055,Mustard,Premium,245.94,quintal,89.0,245.94,2026-05-18
ARR0001156,2026/05/04,MANDI_030,Maize,Pusa-1121,35.206,Tonnes,99.0,35.206,2026-05-04
ARR0002487,2026/04/13,MANDI_017,Wheat,Hybrid,43.795,Tonnes,101.0,43.795,2026-04-13
ARR0024211,01-May-2026,MANDI_039,Wheat,Local,41.239999999999995,MT,119.0,41.239999999999995,2026-05-01
ARR0017888,2026-01-17,MANDI_045,Sugarcane,Hybrid,27464.0,kg,,27464.0,2026-01-17
ARR0003228,2026/03/06,MANDI_015,Mustard,Local,"26,656.0 KG",,149.0,0.26,2026-03-06
ARR0015016,01-17-2026,MANDI_005,Rice,Premium,45208.0,KGS,149.0,45208.0,2026-01-17
ARR0013542,2026/02/09,MANDI_034,Rice,,23598.0,Kgs,,23598.0,2026-02-09
ARR0004393,08-Jul-2026,MANDI_004,Mustard,Premium,367.65,Qtl,97.0,367.65,2026-07-08
ARR0019410,2026-01-31,MANDI_027,Mustard,Pusa-1121,35.62,tonnes,27.0,35.62,2026-01-31
ARR0008873,08-12-2026,MANDI_031,Cotton,PBW-343,27797.000000000004,kg,144.0,27797.000000000004,2026-08-12
ARR0024812,2026-01-02,MANDI_035,Sugarcane,,-173.28,KG,44.0,173.28,2026-01-02
ARR0002192,2026-02-27,MANDI_032,Rice,Hybrid,121.26,Q,8.0,121.26,2026-02-27
ARR0009922,2026/08/23,MANDI_008,Mustard,Premium,44.058,tonnes,53.0,44.058,2026-08-23
ARR0008002,08/08/2026,MANDI_057,Maize,HD-2967,122.82,Qtl,55.0,122.82,2026-08-08
ARR0019048,03-19-2026,MANDI_031,Wheat,Pusa-1121,7.329000000000001,tonnes,93.0,7.329000000000001,2026-03-19
ARR0006669,2026-01-29,MANDI_018,Sugarcane,Hybrid,7597.0,Kilo,129.0,7597.0,2026-01-29
ARR0013359,2026-01-02,MANDI_054,Cotton,HD-2967,285.21,quintal,89.0,285.21,2026-01-02
ARR0008164,19-Mar-2026,MANDI_034,Mustard,Local,455.05,qtl,115.0,455.05,2026-03-19
ARR0012819,2026/05/27,MANDI_008,Sugarcane,Hybrid,242.05,qtl,29.0,242.05,2026-05-27
ARR0005910,2026/04/10,MANDI_033,Maize,PBW-343,28.18 qtl,,109.0,28.18,2026-04-10
ARR0021595,2026/06/22,MANDI_057,Mustard,,52.72 qtl,,84.0,52.72,2026-06-22
ARR0022104,2026-07-17,MANDI_024,Cotton,PBW-343,"39,871.0 KG",,130.0,0.39,2026-07-17
ARR0017802,16/04/2026,MANDI_005,Maize,Premium,28692.0,KGS,30.0,28692.0,2026-04-16
ARR0007321,2026-01-25,MANDI_019,Rice,Premium,33720.0,Kilo,9.0,33720.0,2026-01-25
ARR0014143,2026-06-17,MANDI_007,Wheat,Pusa-1121,288.58 qtl,,75.0,288.58,2026-06-17
ARR0020843,2026-04-10,MANDI_025,Rice,Local,146.47,Quintals,,146.47,2026-04-10
ARR0005299,2026/02/18,MANDI_045,Mustard,Premium,40159.0,KG,30.0,40159.0,2026-02-18
ARR0018571,2026/08/19,MANDI_035,Maize,Hybrid,42.314,MT,,42.314,2026-08-19
ARR0004241,24-May-2026,MANDI_023,Sugarcane,PBW-343,30.316000000000003,T,80.0,30.316000000000003,2026-05-24
ARR0018524,18.01.2026,MANDI_018,Rice,,24571.0,Kilo,86.0,24571.0,2026-01-18
ARR0013935,31/08/2026,MANDI_041,Sugarcane,HD-2967,13.218,Tonnes,14.0,13.218,2026-08-31
,2026/01/03,MANDI_035,Sugarcane,Pusa-1121,393.89 qtl,,39.0,393.89,2026-01-03
ARR0007613,24.04.2026,MANDI_035,Sugarcane,Premium,97.07,Qtl,55.0,97.07,2026-04-24
ARR0009770,2026-04-05,MANDI_033,Cotton,PBW-343,373.3,quintal,140.0,373.3,2026-04-05
ARR0017255,2026/04/16,MANDI_020,Sugarcane,Local,42758.0,Kgs,,42758.0,2026-04-16
ARR0010142,10-Aug-2026,MANDI_039,Rice,Premium,"14,141.999999999998 KG",,19.0,0.14,2026-08-10
ARR0022200,29-Jun-2026,MANDI_041,Wheat,HD-2967,67.07,Q,49.0,67.07,2026-06-29
ARR0002890,07-02-2026,MANDI_055,Cotton,HD-2967,324.55 qtl,,95.0,324.55,2026-07-02
ARR0019591,2026/07/21,MANDI_057,Cotton,HD-2967,39.8,Qtl,124.0,39.8,2026-07-21
ARR0000789,2026-02-28,MANDI_048,Mustard,Premium,157.77 qtl,,24.0,157.77,2026-02-28
ARR0020202,11/07/2026,MANDI_014,Wheat,HD-2967,340.34,Quintals,39.0,340.34,2026-11-07
ARR0020199,2026/01/22,MANDI_050,Sugarcane,,33878.0,KGS,46.0,33878.0,2026-01-22
ARR0020738,26-Aug-2026,MANDI_015,Wheat,Pusa-1121,41.025999999999996,MT,75.0,41.025999999999996,2026-08-26
ARR0013637,28/01/2026,MANDI_043,Wheat,PBW-343,13.036000000000001,Tonnes,122.0,13.036000000000001,2026-01-28
ARR0003402,2026-02-01,MANDI_006,Cotton,Premium,30.996,tonnes,9.0,30.996,2026-02-01
ARR0018933,05-Feb-2026,MANDI_027,Rice,PBW-343,-452.58,Qtl,136.0,452.58,2026-02-05
ARR0003378,08-25-2026,MANDI_018,Rice,Premium,184.84,quintal,109.0,184.84,2026-08-25
ARR0020374,2026/03/30,MANDI_022,Mustard,PBW-343,37157.0,Kgs,48.0,37157.0,2026-03-30
ARR0000584,12/04/2026,MANDI_051,Mustard,HD-2967,238.9,quintal,42.0,238.9,2026-12-04
ARR0009973,12/02/2026,MANDI_017,Wheat,,38532.0,Kgs,137.0,38532.0,2026-12-02
ARR0016734,2026/08/18,MANDI_046,Sugarcane,Premium,493.22,qtl,140.0,493.22,2026-08-18
ARR0017051,2026/08/12,MANDI_044,Mustard,Hybrid,413.65,Q,19.0,413.65,2026-08-12
ARR0019980,15-Jun-2026,MANDI_024,Rice,Hybrid,7.927,MT,106.0,7.927,2026-06-15
ARR0015198,30-Apr-2026,MANDI_008,Wheat,Local,"42,946.0 KG",,129.0,0.42,2026-04-30
ARR0013898,25-Apr-2026,MANDI_053,Wheat,Pusa-1121,34.98,Q,31.0,34.98,2026-04-25
ARR0023839,16/03/2026,MANDI_014,Sugarcane,,413.52,quintal,67.0,413.52,2026-03-16
ARR0000802,17/03/2026,MANDI_041,Wheat,Hybrid,6116.0,Kgs,84.0,6116.0,2026-03-17
ARR0019100,2026-01-29,MANDI_056,Sugarcane,Local,21.109,tonnes,18.0,21.109,2026-01-29
ARR0009174,03/01/2026,MANDI_057,Maize,Premium,"3,682.0 KG",,53.0,0.03,2026-03-01
ARR0011651,14/04/2026,MANDI_017,Mustard,PBW-343,325.17,quintal,17.0,325.17,2026-04-14
ARR0005174,18-Mar-2026,MANDI_042,Wheat,PBW-343,17774.0,KGS,,17774.0,2026-03-18
ARR0006500,2026-01-09,MANDI_020,Maize,,13.004,Tonnes,130.0,13.004,2026-01-09
ARR0021497,06-13-2026,MANDI_039,Cotton,HD-2967,221.9 qtl,,72.0,221.9,2026-06-13
ARR0016257,2026/08/02,MANDI_013,Rice,Hybrid,306.62,Qtl,19.0,306.62,2026-08-02
ARR0019468,2026-03-19,MANDI_013,Sugarcane,Local,107.16 qtl,,135.0,107.16,2026-03-19
ARR0012848,01/05/2026,MANDI_004,Sugarcane,Hybrid,396.47,Quintals,122.0,396.47,2026-01-05
ARR0007710,06-Aug-2026,MANDI_018,Mustard,Pusa-1121,26174.0,Kgs,88.0,26174.0,2026-08-06
ARR0006854,06-Apr-2026,MANDI_018,Mustard,Premium,350.96,Q,,350.96,2026-04-06
ARR0002757,23.08.2026,MANDI_055,Sugarcane,PBW-343,405.15,Qtl,107.0,405.15,2026-08-23
ARR0006459,2026-06-04,MANDI_036,Rice,Premium,45548.0,Kilo,100.0,45548.0,2026-06-04
ARR0023513,2026-04-13,MANDI_023,Mustard,,170.57,qtl,,170.57,2026-04-13
ARR0014856,05-23-2026,MANDI_026,Cotton,PBW-343,19775.0,KG,,19775.0,2026-05-23
ARR0012810,07-31-2026,MANDI_046,Wheat,Local,"2,734.0 KG",,,0.02,2026-07-31
ARR0014793,2026-02-25,MANDI_055,Sugarcane,Local,36.91,Quintals,61.0,36.91,2026-02-25
ARR0013807,07/05/2026,MANDI_052,Sugarcane,Hybrid,24.94,Q,42.0,24.94,2026-07-05
ARR0006943,18.05.2026,MANDI_027,Mustard,,27.88,qtl,120.0,27.88,2026-05-18
,2026-06-07,MANDI_050,Maize,Pusa-1121,11.744,tonnes,114.0,11.744,2026-06-07
ARR0002171,2026-01-14,MANDI_036,Mustard,,340.9,Q,,340.9,2026-01-14
ARR0022725,07/03/2026,MANDI_019,Cotton,HD-2967,190.19,Q,34.0,190.19,2026-07-03
ARR0005088,08-20-2026,MANDI_001,Cotton,HD-2967,24.685,MT,15.0,24.685,2026-08-20
ARR0012060,08-31-2026,MANDI_045,Maize,Pusa-1121,435.54,qtl,138.0,435.54,2026-08-31
ARR0020299,27/03/2026,MANDI_038,Mustard,HD-2967,73.68,Quintals,120.0,73.68,2026-03-27
ARR0008078,18/07/2026,MANDI_016,Rice,Premium,64.71 qtl,,124.0,64.71,2026-07-18
,18-Jul-2026,MANDI_021,Rice,Local,27860.000000000004,KGS,110.0,27860.000000000004,2026-07-18
ARR0021790,06-01-2026,MANDI_012,Sugarcane,Hybrid,3.2909999999999995,tonnes,24.0,3.2909999999999995,2026-06-01
ARR0005616,16.05.2026,MANDI_012,Rice,Premium,340.06,Quintals,36.0,340.06,2026-05-16
ARR0013847,09-Jun-2026,MANDI_033,Mustard,Pusa-1121,328.56,Qtl,35.0,328.56,2026-06-09
ARR0010975,14.04.2026,MANDI_012,Mustard,,44.52,Quintals,74.0,44.52,2026-04-14
ARR0024979,29/06/2026,MANDI_054,Sugarcane,Pusa-1121,24399.0,Kgs,124.0,24399.0,2026-06-29
ARR0016113,08-27-2026,MANDI_042,Sugarcane,,134.86 qtl,,65.0,134.86,2026-08-27
ARR0017732,01-09-2026,MANDI_040,Mustard,PBW-343,31.297000000000004,T,136.0,31.297000000000004,2026-01-09
ARR0013445,09/02/2026,MANDI_051,Cotton,HD-2967,19247.0,KG,78.0,19247.0,2026-09-02
ARR0013825,05-26-2026,MANDI_046,Rice,PBW-343,88.33 qtl,,117.0,88.33,2026-05-26
ARR0013377,2026-02-14,MANDI_014,Rice,,25.656,tonnes,88.0,25.656,2026-02-14
ARR0010068,21-Feb-2026,MANDI_051,Rice,HD-2967,65.22 qtl,,118.0,65.22,2026-02-21
ARR0009482,2026-09-03,MANDI_051,Maize,Local,17943.0,KGS,28.0,17943.0,2026-09-03
ARR0002402,2026/05/31,MANDI_041,Rice,Pusa-1121,"16,197.999999999998 KG",,64.0,0.16,2026-05-31
ARR0008112,28/07/2026,MANDI_033,Mustard,Hybrid,13.375,Tonnes,20.0,13.375,2026-07-28
ARR0012398,2026-05-12,MANDI_007,Maize,Hybrid,32.510000000000005,Tonnes,98.0,32.510000000000005,2026-05-12
ARR0018487,10.03.2026,MANDI_026,Wheat,Local,487.8 qtl,,149.0,487.8,2026-10-03
ARR0015703,02/06/2026,MANDI_008,Rice,Local,322.45,Q,28.0,322.45,2026-02-06
ARR0011140,07.09.2026,MANDI_035,Wheat,Hybrid,49.21,tonnes,,49.21,2026-07-09
ARR0001703,02/06/2026,MANDI_025,Maize,HD-2967,-335.98,KG,,335.98,2026-02-06
ARR0005642,24.03.2026,MANDI_033,Sugarcane,Hybrid,"46,980.0 KG",,,0.46,2026-03-24
ARR0020912,2026/03/04,MANDI_026,Sugarcane,HD-2967,3539.0,Kilo,56.0,3539.0,2026-03-04
ARR0001125,10.03.2026,MANDI_026,Cotton,Hybrid,10.831999999999999,MT,90.0,10.831999999999999,2026-10-03
ARR0004522,31.08.2026,MANDI_012,Wheat,,28.026,Tonnes,34.0,28.026,2026-08-31
ARR0015078,07-18-2026,MANDI_019,Mustard,PBW-343,19491.0,KGS,129.0,19491.0,2026-07-18
ARR0014440,2026-07-27,MANDI_008,Sugarcane,Hybrid,448.4,Quintals,86.0,448.4,2026-07-27
ARR0017819,08/02/2026,MANDI_048,Cotton,Local,38.171,tonnes,,38.171,2026-08-02
ARR0013004,09.03.2026,MANDI_006,Maize,Premium,43565.0,Kilo,123.0,43565.0,2026-09-03
ARR0007765,20/02/2026,MANDI_034,Wheat,Premium,497.51 qtl,,74.0,497.51,2026-02-20
ARR0018962,06-20-2026,MANDI_029,Mustard,,12.46,Quintals,126.0,12.46,2026-06-20
ARR0009764,2026/04/09,MANDI_007,Mustard,,23.65,T,34.0,23.65,2026-04-09
ARR0020750,07-28-2026,MANDI_057,Mustard,,1.201,tonnes,143.0,1.201,2026-07-28
ARR0009736,30/05/2026,MANDI_027,Cotton,Pusa-1121,357.86,quintal,114.0,357.86,2026-05-30
ARR0014159,28.08.2026,MANDI_055,Cotton,,22814.0,Kgs,77.0,22814.0,2026-08-28
ARR0011613,2026/04/19,MANDI_018,Maize,Premium,31.99,tonnes,52.0,31.99,2026-04-19
ARR0003134,22/05/2026,MANDI_008,Mustard,Hybrid,"6,742.0 KG",,,0.06,2026-05-22
ARR0004265,15-May-2026,MANDI_033,Wheat,PBW-343,12399.0,kg,129.0,12399.0,2026-05-15
ARR0015330,2026/03/21,MANDI_040,Cotton,Hybrid,4733.0,KGS,5.0,4733.0,2026-03-21
ARR0007973,2026/07/09,MANDI_048,Mustard,PBW-343,34.835,MT,57.0,34.835,2026-07-09
ARR0004678,2026-05-01,MANDI_020,Cotton,Local,380.86,quintal,,380.86,2026-05-01
ARR0019557,05-21-2026,MANDI_011,Cotton,HD-2967,-255.98,Qtl,17.0,255.98,2026-05-21
ARR0013321,08-18-2026,MANDI_036,Rice,PBW-343,192.39,qtl,,192.39,2026-08-18
ARR0020693,04-23-2026,MANDI_043,Mustard,Pusa-1121,45.976,T,89.0,45.976,2026-04-23
ARR0016247,03-26-2026,MANDI_042,Maize,Local,10991.0,kg,,10991.0,2026-03-26
ARR0011881,02.06.2026,MANDI_048,Maize,,38802.0,KG,42.0,38802.0,2026-02-06
ARR0020794,2026/03/11,MANDI_026,Wheat,Hybrid,14404.0,Kgs,112.0,14404.0,2026-03-11
ARR0007063,06-02-2026,MANDI_019,Maize,Hybrid,-184.68,Qtl,61.0,184.68,2026-06-02
ARR0004664,2026/01/07,MANDI_034,Mustard,,10704.0,kg,,10704.0,2026-01-07
ARR0018964,04.06.2026,MANDI_015,Cotton,,450.77,Quintals,22.0,450.77,2026-04-06
ARR0021766,2026-06-14,MANDI_017,Cotton,Pusa-1121,35670.0,KG,11.0,35670.0,2026-06-14
ARR0002368,2026/09/04,MANDI_024,Wheat,Local,-134.7,KG,86.0,134.7,2026-09-04
ARR0024622,09/06/2026,MANDI_048,Mustard,Hybrid,227.16 qtl,,62.0,227.16,2026-09-06
ARR0009722,2026/03/10,MANDI_048,Sugarcane,HD-2967,290.5,quintal,122.0,290.5,2026-03-10
ARR0013929,2026-03-15,MANDI_035,Maize,Hybrid,351.7,qtl,25.0,351.7,2026-03-15
ARR0020208,26/08/2026,MANDI_012,Wheat,Premium,334.92,Quintals,121.0,334.92,2026-08-26
ARR0016825,2026/05/16,MANDI_054,Rice,Premium,30157.0,KGS,15.0,30157.0,2026-05-16
ARR0014307,15-Apr-2026,MANDI_006,Rice,HD-2967,8.528,Tonnes,9.0,8.528,2026-04-15
ARR0016143,07-01-2026,MANDI_016,Wheat,HD-2967,34.874,T,114.0,34.874,2026-07-01
ARR0023681,18-Jun-2026,MANDI_038,Wheat,Premium,30627.0,Kgs,,30627.0,2026-06-18
ARR0023148,07/02/2026,MANDI_024,Maize,HD-2967,20.487000000000002,tonnes,17.0,20.487000000000002,2026-07-02
,26.04.2026,MANDI_038,Rice,Pusa-1121,"48,147.0 KG",,85.0,0.48,2026-04-26
ARR0015402,2026-06-15,MANDI_006,Mustard,,41.662,tonnes,111.0,41.662,2026-06-15
ARR0014311,2026-07-06,MANDI_004,Cotton,Hybrid,40.971,T,,40.971,2026-07-06
ARR0001491,2026/03/04,MANDI_029,Rice,Pusa-1121,68.02,qtl,84.0,68.02,2026-03-04
ARR0003248,06-Feb-2026,MANDI_012,Maize,Hybrid,14454.0,KG,,14454.0,2026-02-06
ARR0006850,2026/02/03,MANDI_047,Cotton,Pusa-1121,-64.69,Qtl,56.0,64.69,2026-02-03
ARR0018840,08/06/2026,MANDI_031,Rice,Pusa-1121,293.44,Qtl,42.0,293.44,2026-08-06
ARR0001426,13-Aug-2026,MANDI_008,Cotton,HD-2967,30.949,tonnes,,30.949,2026-08-13
ARR0020897,22/08/2026,MANDI_004,Cotton,,84.35,Qtl,5.0,84.35,2026-08-22
ARR0020083,2026/08/29,MANDI_015,Cotton,Local,27.53,Quintals,57.0,27.53,2026-08-29
ARR0002692,20.07.2026,MANDI_054,Mustard,PBW-343,-385.04,Qtl,131.0,385.04,2026-07-20
ARR0017663,22/05/2026,MANDI_047,Sugarcane,PBW-343,18.427,MT,73.0,18.427,2026-05-22
ARR0010442,2026/07/09,MANDI_032,Rice,PBW-343,418.6,Qtl,97.0,418.6,2026-07-09
ARR0021663,24-Aug-2026,MANDI_008,Maize,Premium,4872.0,KG,102.0,4872.0,2026-08-24
