record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,clean_date
PR004519,10-Jan-2026,MANDI_051,Ambala,Wheat,,0.2458,0.2284,,2026-01-10
PR001169,2026/06/08,MANDI_036,,Maize,1963.12,2298.310496164595,2130.71,2090.0,2026-06-08
PR004366,2026-03-24,MANDI_001,,Rice,2021.0,,2107.05,2183.0,2026-03-24
PR010186,30/05/2026,MANDI_011,Ludhiana,Mustard,5189.42,5550.67,5370.0,5650.0,2026-05-30
PR004492,10.08.2026,MANDI_022,Hisar,Wheat,0.2079,2326.62,2202.77,,2026-10-08
PR003861,07-25-2026,MANDI_046,,Wheat,2194.0,,0.242,2275.0,2026-07-25
PR006970,2026-01-11,MANDI_036,Sirsa,Maize,,2194.77,2133.29,2090.0,2026-01-11
PR003431,26.08.2026,MANDI_052,Ferozepur,Mustard,5240.0,0.5544,5391.86,5650.0,2026-08-26
PR005086,2026/05/17,MANDI_038,Amritsar,Sugarcane,3348.6203544680347,3831.92,3590.27,3500.0,2026-05-17
PR010151,02-01-2026,MANDI_009,Karnal,Rice,1904.14,,1994.0,2183.0,2026-02-01
PR011300,2026/03/01,MANDI_051,Moga,Wheat,2009.16,2351.000123128081,2180.08,2275.0,2026-03-01
PR002836,2026-02-18,MANDI_004,Ludhiana,Mustard,5547.98,5859.0,5703.33,5650.0,2026-02-18
PR006666,12.06.2026,MANDI_034,Hisar,Mustard,5538.98,,0.6214,,2026-12-06
PR003371,2026-04-04,MANDI_001,Karnal,Rice,2205.22,2697.55,2451.39,,2026-04-04
PR007553,11-May-2026,MANDI_057,Ambala,Rice,2253.69,,2465.0,,2026-05-11
PR005836,11-Jun-2026,,Ferozepur,Maize,2101.7,2579.0,2340.55,,2026-06-11
PR011808,2026-03-26,MANDI_011,Ferozepur,Sugarcane,3524.73,3718.22,,3500.0,2026-03-26
PR003725,17.06.2026,MANDI_014,Fatehabad,Wheat,,2495.56,2305.69,2275.0,2026-06-17
PR007263,2026-01-16,MANDI_053,Jalandhar,Sugarcane,3212.74,3983.0,3598.0,,2026-01-16
PR010164,2026/03/11,MANDI_018,Bathinda,Mustard,,,5414.0,0.565,2026-03-11
PR010125,2026/02/26,MANDI_031,Amritsar,Rice,,2070.8,0.2009,2183.0,2026-02-26
PR001854,01/08/2026,MANDI_015,Moga,Maize,2146.4,2472.29,,,2026-01-08
PR006046,09/06/2026,,Moga,Maize,,2221.97,2037.322689982585,,2026-09-06
PR011427,04/07/2026,MANDI_046,Ambala,Wheat,2115.35,0.2437,,2275.0,2026-04-07
PR007661,2026/03/01,MANDI_020,,Maize,1965.61,2134.92,2050.0,2090.0,2026-03-01
PR006037,29/06/2026,MANDI_024,Kurukshetra,Maize,1812.32,0.192,1866.19,,2026-06-29
PR003650,2026/03/22,MANDI_046,Bathinda,Mustard,5639.45,6329.0,0.5984,5650.0,2026-03-22
PR001731,2026-02-26,MANDI_029,Amritsar,Wheat,0.2223,,2426.81,2275.0,2026-02-26
PR004283,2026-02-26,MANDI_015,Ferozepur,Sugarcane,,3785.7585132420922,0.3431,,2026-02-26
PR007970,10/05/2026,MANDI_009,Amritsar,Wheat,2343.0,2572.01,2458.0,2275.0,2026-10-05
PR008655,03.06.2026,MANDI_027,Ambala,Rice,1961.26,0.2387,0.2174,,2026-03-06
PR011572,06-23-2026,MANDI_015,Karnal,Cotton,6242.56,7406.88,6824.72,,2026-06-23
PR002711,04.02.2026,MANDI_042,Patiala,Maize,2187.0,2458.0,2323.0,2090.0,2026-04-02
PR005299,23/04/2026,MANDI_050,Karnal,Mustard,5503.29,6844.28,6173.78,,2026-04-23
PR007927,17/03/2026,MANDI_014,Amritsar,Maize,0.1815,2090.95,1953.0,2090.0,2026-03-17
PR010916,2026/07/17,MANDI_042,Kurukshetra,Rice,2183.8010439128993,0.2596,2390.0,2183.0,2026-07-17
PR011638,09-Feb-2026,MANDI_024,Karnal,Sugarcane,3643.983812382767,0.4322,3982.99,3500.0,2026-02-09
PR001626,04/06/2026,MANDI_054,Fatehabad,Maize,2019.21,2484.0,2251.42,2090.0,2026-04-06
PR007303,05/03/2026,MANDI_035,Karnal,Mustard,,,5160.721308630724,5650.0,2026-05-03
PR002599,2026-06-03,MANDI_050,Ambala,Mustard,5230.0,6302.08,5766.2,5650.0,2026-06-03
PR010809,06-Jan-2026,MANDI_036,Ludhiana,Cotton,6080.876624577334,0.6483,6282.0,6620.0,2026-01-06
PR003398,2026-06-18,MANDI_011,Hisar,Rice,0.211,2629.94717163021,2369.78,,2026-06-18
PR011724,06-18-2026,MANDI_026,Patiala,Mustard,0.5595,,6221.0,5650.0,2026-06-18
PR001032,2026-05-21,MANDI_013,Ludhiana,Cotton,6338.14,7172.48,6755.309971928591,6620.0,2026-05-21
PR010372,2026-07-27,MANDI_054,Jalandhar,Mustard,5892.47,0.7107,0.65,0.565,2026-07-27
PR008383,2026/03/19,MANDI_040,Amritsar,Sugarcane,3108.0,3346.0,3227.12,3500.0,2026-03-19
PR000027,2026-02-07,,Amritsar,Wheat,2052.0,,,0.2275,2026-02-07
PR008091,2026/04/09,MANDI_035,Kurukshetra,Rice,1983.15,2193.09,2088.12,2183.0,2026-04-09
PR008206,23/06/2026,MANDI_035,Jalandhar,Cotton,6217.28437471682,0.7169,6693.0,0.662,2026-06-23
PR003316,2026/05/16,MANDI_052,Fatehabad,Sugarcane,3628.69,3999.0,3813.75,,2026-05-16
PR001615,02-09-2026,MANDI_021,Bathinda,Sugarcane,0.3507,3722.449238578277,3614.908484237815,3500.0,2026-02-09
PR009396,2026-08-08,MANDI_056,Hisar,Wheat,2094.18,2598.14,,2275.0,2026-08-08
PR011001,2026-07-12,MANDI_050,,Wheat,,2192.0,2114.91,2275.0,2026-07-12
PR004409,2026-02-19,MANDI_017,,Wheat,2312.87,2878.25,0.2596,,2026-02-19
PR009083,08-Jun-2026,MANDI_014,Hisar,Mustard,0.532,5862.74,5591.47,5650.0,2026-06-08
PR003366,2026-06-27,MANDI_040,Moga,Mustard,5616.6,,,5650.0,2026-06-27
PR002344,07.06.2026,,Ambala,Wheat,2194.03,2654.62,0.2424,,2026-07-06
PR011262,2026-05-23,MANDI_035,Kurukshetra,Sugarcane,3040.0,0.3583,3311.511309071975,0.35,2026-05-23
PR009074,2026/02/24,MANDI_044,Moga,Mustard,4989.92,0.6043,5516.42,5650.0,2026-02-24
PR007639,25-Feb-2026,,Jalandhar,Mustard,5061.0,5681.23,5371.03,5650.0,2026-02-25
PR011503,06-Feb-2026,MANDI_029,Fatehabad,Wheat,0.2094,2396.73,2245.49,,2026-02-06
PR000225,01-06-2026,MANDI_017,Hisar,Sugarcane,3636.6865828690547,3821.0,0.3729,3500.0,2026-01-06
PR011120,2026/07/30,MANDI_051,Fatehabad,Maize,2190.0,2608.0,2399.0,2090.0,2026-07-30
PR004734,14/01/2026,MANDI_007,Patiala,Wheat,2020.793728954413,,2247.51,,2026-01-14
PR005194,02-08-2026,MANDI_043,Hisar,Sugarcane,3011.43,0.3364,3187.49,3500.0,2026-02-08
PR011821,16.07.2026,MANDI_012,Amritsar,Rice,,2180.5,2062.59,0.2183,2026-07-16
PR002313,2026-01-15,,Jalandhar,Maize,0.1871,0.2152,2011.5,2090.0,2026-01-15
PR003689,2026-07-25,MANDI_015,Ambala,Cotton,0.5875,6959.92,6417.48,,2026-07-25
PR000746,18/02/2026,MANDI_011,Ambala,Mustard,0.5796,0.6522,6158.85,5650.0,2026-02-18
PR004791,01-02-2026,MANDI_010,Bathinda,Sugarcane,0.3498,3930.94,,,2026-01-02
PR007761,2026-04-13,MANDI_026,,Maize,0.1972,0.2413,2192.37,0.209,2026-04-13
PR007675,2026-01-28,MANDI_027,Kurukshetra,Sugarcane,3257.69,3901.73,0.358,,2026-01-28
PR004506,23/02/2026,MANDI_044,Bathinda,Sugarcane,,4528.0,4075.19,,2026-02-23
PR008517,2026/08/30,MANDI_010,Fatehabad,Maize,1780.63,2075.81,1928.2202188797817,2090.0,2026-08-30
PR010101,14.01.2026,,Bathinda,Mustard,5493.84,,0.5937,5650.0,2026-01-14
PR000071,2026/07/15,MANDI_017,Ferozepur,Cotton,,6958.44,,,2026-07-15
PR002707,30-Jul-2026,,,Cotton,6230.25,,6832.63,6620.0,2026-07-30
PR006840,16/04/2026,MANDI_004,,Cotton,,6822.98,6456.28108863687,,2026-04-16
PR007784,22.06.2026,MANDI_049,Patiala,Mustard,5029.96,5632.546938635507,5331.25,,2026-06-22
PR006381,2026-08-15,MANDI_014,Patiala,Cotton,,6168.74,,,2026-08-15
PR003174,08.01.2026,MANDI_054,,Mustard,5343.81,6248.4,5796.0,,2026-08-01
PR000635,25/02/2026,MANDI_040,Sirsa,Wheat,2264.06,0.2828,,,2026-02-25
PR009579,2026-05-02,MANDI_003,,Cotton,6385.49,7774.0,7080.0,0.662,2026-05-02
PR006335,17/01/2026,,Ambala,Wheat,1962.21,2250.63,2106.421408691409,0.2275,2026-01-17
PR004061,2026-04-12,MANDI_056,Bathinda,Sugarcane,3028.2299876681736,0.357,3299.31,3500.0,2026-04-12
PR007422,06.02.2026,MANDI_032,Sirsa,Sugarcane,3412.0,,3533.0,3500.0,2026-06-02
PR010755,14-Feb-2026,MANDI_049,Kurukshetra,Maize,1901.23,0.2154,2027.4,2090.0,2026-02-14
PR005462,21-Apr-2026,MANDI_043,Karnal,Wheat,0.1947,0.2104,2025.0,2275.0,2026-04-21
PR008050,2026-09-07,MANDI_028,Moga,Wheat,2223.9404523394896,0.2504,2363.9310226153866,,2026-09-07
PR000886,18-Apr-2026,MANDI_054,Patiala,Maize,2110.0,2614.92,2362.6,,2026-04-18
PR009470,19.04.2026,MANDI_006,Ludhiana,Maize,2105.463700075033,2431.93,,2090.0,2026-04-19
PR011422,16/08/2026,MANDI_036,Moga,Cotton,5986.09,6989.0,0.6487,6620.0,2026-08-16
PR005686,03-09-2026,,,Maize,1869.85,0.2137,2003.59,2090.0,2026-03-09
PR007952,18.04.2026,MANDI_053,Patiala,Mustard,0.5594,6016.07,5805.0,,2026-04-18
PR006710,10/07/2026,MANDI_038,Patiala,Mustard,5241.0,5568.23,5404.4,5650.0,2026-10-07
PR009027,06-Mar-2026,,Fatehabad,Cotton,5963.65,7061.77,0.6513,0.662,2026-03-06
PR005509,31-Aug-2026,MANDI_048,Ferozepur,Maize,1992.6676645836146,0.2449,2220.73,2090.0,2026-08-31
PR005884,2026-01-12,MANDI_024,Fatehabad,Wheat,0.2177,0.229,2233.57,2275.0,2026-01-12
PR009536,05-14-2026,MANDI_032,Sirsa,Wheat,0.215,2633.42,2391.510617995322,,2026-05-14
PR000844,30-Jun-2026,MANDI_056,Karnal,Sugarcane,3234.52,3475.2,3354.86,3500.0,2026-06-30
PR004512,07.07.2026,MANDI_022,Amritsar,Mustard,,6197.42,6016.34,5650.0,2026-07-07
PR002104,08-08-2026,MANDI_019,Ferozepur,Sugarcane,3330.16,3682.96,,3500.0,2026-08-08
PR002036,2026/01/01,MANDI_044,Ambala,Wheat,2279.54,2429.86514635192,2355.0,2275.0,2026-01-01
PR006943,02/09/2026,MANDI_022,Karnal,Rice,2078.8097680377664,,2193.43,0.2183,2026-02-09
PR010678,14-Jun-2026,MANDI_055,Bathinda,Cotton,5957.0,0.703,6493.76,6620.0,2026-06-14
PR004329,2026/08/16,MANDI_005,Fatehabad,Cotton,5817.81,,,,2026-08-16
PR008644,2026/03/31,,Ludhiana,Sugarcane,3427.88,0.3716,3572.0995883635596,0.35,2026-03-31
PR004739,24/06/2026,MANDI_043,Kurukshetra,Maize,2077.69,2483.0,2280.44,2090.0,2026-06-24
PR008455,26-Mar-2026,MANDI_038,Hisar,Sugarcane,0.312,3703.397718268506,3411.67,3500.0,2026-03-26
PR004928,2026/02/28,MANDI_018,Amritsar,Sugarcane,3313.4700972707205,3847.0678538219263,3580.0,,2026-02-28
PR005295,06-26-2026,MANDI_029,Hisar,Wheat,,2303.993052218202,2188.39,2275.0,2026-06-26
PR000311,17.06.2026,,Kurukshetra,Rice,2223.7,,2373.8,0.2183,2026-06-17
PR005569,11/06/2026,MANDI_047,Ambala,Wheat,2304.11,0.2852,2577.9,0.2275,2026-11-06
PR002333,12-Jan-2026,MANDI_031,Ludhiana,Cotton,5934.58,6522.0,,,2026-01-12
PR003388,23-Jul-2026,MANDI_008,Bathinda,Maize,,2471.49,2277.85,2090.0,2026-07-23
PR003113,18/01/2026,MANDI_043,Ludhiana,Mustard,5892.52,6309.0,6101.0,5650.0,2026-01-18
PR004651,07-Jul-2026,MANDI_017,Bathinda,Sugarcane,3541.68,4087.93,0.3815,,2026-07-07
PR008645,2026-01-14,MANDI_014,Jalandhar,Maize,1985.26,2129.59,0.2057,,2026-01-14
PR011535,02.06.2026,MANDI_034,Fatehabad,Wheat,2328.0,2821.64,2574.82,2275.0,2026-02-06
PR005101,02/01/2026,MANDI_025,Ludhiana,Mustard,5695.0,7109.75,6402.6,,2026-02-01
PR011339,14/04/2026,MANDI_012,Ambala,Sugarcane,3004.0,3559.64,0.3282,,2026-04-14
PR005972,03/07/2026,MANDI_028,,Cotton,0.6408,0.7321,6864.0,,2026-03-07
PR004797,18.05.2026,MANDI_046,Ferozepur,Wheat,1977.98,2388.0,2182.97204906294,2275.0,2026-05-18
PR010142,23.06.2026,MANDI_016,,Rice,2282.0,,0.2342,2183.0,2026-06-23
PR009662,2026-05-03,MANDI_025,Patiala,Sugarcane,3122.4,3903.0,3512.47,3500.0,2026-05-03
PR007695,04-Feb-2026,MANDI_054,Amritsar,Rice,1931.62,2395.43,2163.53,,2026-02-04
PR004481,20/04/2026,MANDI_015,Bathinda,Maize,,2006.58,1945.37,,2026-04-20
PR004005,05/02/2026,MANDI_051,Karnal,Rice,1952.35,2387.8,0.217,2183.0,2026-05-02
PR000818,04.08.2026,MANDI_028,Moga,Mustard,,6101.66,0.5908,5650.0,2026-04-08
PR006446,2026-03-04,,Bathinda,Maize,,0.2401,2225.56,2090.0,2026-03-04
PR007068,2026/03/16,MANDI_013,Fatehabad,Wheat,2074.59,0.2569,0.2322,,2026-03-16
PR000003,2026-07-10,MANDI_045,Bathinda,Sugarcane,,3510.13,,,2026-07-10
PR011481,2026-04-30,MANDI_036,Moga,Cotton,6193.08,7109.76,6651.42,6620.0,2026-04-30
PR011489,08-05-2026,MANDI_004,Hisar,Sugarcane,3667.59,,,3500.0,2026-08-05
PR007284,15/04/2026,MANDI_054,Kurukshetra,Maize,2190.4,2308.0,0.2249,2090.0,2026-04-15
PR006814,07-23-2026,MANDI_020,Karnal,Sugarcane,0.3331,4090.4,,3500.0,2026-07-23
PR009760,02.03.2026,MANDI_040,Kurukshetra,Wheat,2108.0,2228.12,,2275.0,2026-02-03
PR001740,02-20-2026,MANDI_007,Jalandhar,Rice,0.2268,0.2413,2340.714182031212,,2026-02-20
PR002911,27/08/2026,MANDI_018,Ferozepur,Sugarcane,3308.7,4130.941980275606,3719.820409768218,,2026-08-27
PR000295,2026/08/29,MANDI_012,Ambala,Maize,2139.45,2370.83,2255.14,,2026-08-29
PR001829,2026/07/03,MANDI_011,Ambala,Cotton,5734.17,6214.0,5974.09,,2026-07-03
PR007264,18.07.2026,MANDI_057,Amritsar,Wheat,0.2224,0.2408,2316.0,2275.0,2026-07-18
PR001151,2026/04/13,MANDI_048,Kurukshetra,Cotton,6661.30884919097,0.7303,6982.38,,2026-04-13
PR000804,2026-08-08,MANDI_045,Bathinda,Rice,0.2202,2590.0307522155804,2395.92,2183.0,2026-08-08
PR005523,21/06/2026,,Ludhiana,Sugarcane,3638.52,4414.15,4026.33,,2026-06-21
PR008562,11-Apr-2026,MANDI_010,Fatehabad,Mustard,5109.69,5589.54,5350.0,0.565,2026-04-11
PR004566,10.03.2026,MANDI_009,Karnal,Wheat,1942.0,2138.59,0.204,,2026-10-03
PR004148,2026/06/06,,Patiala,Mustard,,0.6419,,5650.0,2026-06-06
PR011756,09.05.2026,MANDI_054,Ambala,Wheat,0.204,2252.0,2145.96,,2026-09-05
PR006330,21/01/2026,MANDI_029,Karnal,Mustard,0.5501,0.6425,0.5963,5650.0,2026-01-21
PR009750,2026/05/25,MANDI_020,Ludhiana,Rice,1906.25,0.2309,2107.7306257333853,2183.0,2026-05-25
PR004279,17.05.2026,MANDI_038,Sirsa,Mustard,5791.0,6986.92,,,2026-05-17
PR009088,2026/03/19,MANDI_044,Jalandhar,Wheat,2173.6785658195804,2500.4517379954996,2337.07,2275.0,2026-03-19
PR007056,2026/07/01,MANDI_049,Karnal,Maize,1823.0,2271.97,2047.55,2090.0,2026-07-01
PR005563,05-26-2026,MANDI_011,,Rice,2152.54,2480.27,2316.41,2183.0,2026-05-26
PR008516,2026-04-28,MANDI_018,Jalandhar,Mustard,5930.0,6841.0,0.6385,5650.0,2026-04-28
PR010579,2026-01-02,MANDI_007,Amritsar,Sugarcane,0.3274,3961.86,3618.0,,2026-01-02
PR009541,2026-02-20,MANDI_026,Ferozepur,Cotton,6059.0,6977.675260506676,6518.13,0.662,2026-02-20
PR007144,07.03.2026,MANDI_041,Ferozepur,Sugarcane,0.3607,4437.82,,3500.0,2026-07-03
PR011198,14/06/2026,MANDI_023,,Sugarcane,3572.0,4089.0,3830.5,3500.0,2026-06-14
PR005603,02-04-2026,MANDI_049,Patiala,Sugarcane,3405.2,3632.0,3519.0,0.35,2026-02-04
PR010439,2026-09-08,MANDI_042,Sirsa,Mustard,5214.32,0.5871,5542.52,5650.0,2026-09-08
PR005195,23-Jan-2026,MANDI_045,Ambala,Maize,2059.72,,2189.66,0.209,2026-01-23
PR001760,2026/03/15,,Sirsa,Mustard,5156.91,5465.0,0.5311,,2026-03-15
PR003826,11-Jul-2026,MANDI_016,Ambala,Sugarcane,,3723.0,3533.0,3500.0,2026-07-11
PR010134,26-Feb-2026,MANDI_041,Ferozepur,Mustard,5700.625951995007,6043.12,5871.87,,2026-02-26
PR001642,19-May-2026,MANDI_001,Patiala,Mustard,5727.56,6820.9,6274.0,,2026-05-19
PR010996,07-26-2026,MANDI_020,Jalandhar,Cotton,0.5636,6285.09,5960.3,,2026-07-26
PR009461,11/05/2026,MANDI_015,Sirsa,Rice,1885.9025564320725,2128.0546280094154,2007.0,,2026-11-05
PR011559,26-Apr-2026,MANDI_044,Ambala,Maize,2023.94,2323.53,,2090.0,2026-04-26
PR011002,10.07.2026,MANDI_027,Bathinda,Wheat,2212.0,,,,2026-10-07
PR001460,12/02/2026,MANDI_026,Ludhiana,Wheat,0.2286,2532.0,2408.87,2275.0,2026-12-02
PR011391,2026/02/18,,Kurukshetra,Cotton,,7229.83,6893.68,6620.0,2026-02-18
PR006647,23.04.2026,MANDI_023,Karnal,Rice,,2329.0,2257.23,2183.0,2026-04-23
PR007524,2026/04/30,MANDI_056,Hisar,Cotton,0.6403,6764.0,0.6583,0.662,2026-04-30
PR007519,03.02.2026,MANDI_047,,Maize,1786.08,1889.0,1837.7,2090.0,2026-03-02
PR003256,2026-08-23,MANDI_027,,Rice,2233.69,0.2721,2477.12,2183.0,2026-08-23
PR010536,20.07.2026,MANDI_055,Ambala,Sugarcane,3445.75,0.4051,,3500.0,2026-07-20
PR002158,04-Apr-2026,,Patiala,Rice,2217.27,2731.39,,,2026-04-04
PR001196,08/03/2026,MANDI_031,Kurukshetra,Maize,0.1943,2118.63,2030.98,2090.0,2026-08-03
PR010102,18/04/2026,MANDI_002,Ferozepur,Maize,,2435.37,2244.04,2090.0,2026-04-18
PR011580,2026-03-20,MANDI_052,Fatehabad,Rice,2008.08,2501.0,2254.76,,2026-03-20
PR004395,01/05/2026,MANDI_002,Jalandhar,Maize,1819.25,2119.19,1969.0,2090.0,2026-01-05
PR000372,08-Aug-2026,MANDI_009,Ferozepur,Wheat,2065.0,2242.42,2153.776067213754,0.2275,2026-08-08
PR005601,05-15-2026,MANDI_037,,Rice,1941.5009627123206,,2098.0,2183.0,2026-05-15
PR006165,06-17-2026,MANDI_032,Kurukshetra,Wheat,2049.36,,0.2137,2275.0,2026-06-17
PR000683,07-10-2026,MANDI_028,Moga,Sugarcane,3673.22,4385.0,4029.2,3500.0,2026-07-10
PR006701,05-24-2026,MANDI_035,Ferozepur,Rice,1902.31,2217.03,2059.67,0.2183,2026-05-24
PR004549,2026-06-17,,Jalandhar,Rice,2081.2176486010476,2462.0,,0.2183,2026-06-17
PR010409,01/04/2026,MANDI_015,Ludhiana,Cotton,0.6805,8305.24,0.7555,6620.0,2026-01-04
PR010537,2026/01/01,MANDI_039,Sirsa,Maize,2118.79,0.2579,2348.7,2090.0,2026-01-01
PR002661,07-26-2026,MANDI_023,Sirsa,Maize,1925.97,0.2335,2131.0,0.209,2026-07-26
PR006147,07-09-2026,MANDI_011,Jalandhar,Cotton,6106.22,7427.63,0.6767,6620.0,2026-07-09
PR010116,06.07.2026,MANDI_025,,Rice,1965.04,2206.0,2085.36,,2026-06-07
PR003298,01-01-2026,MANDI_004,,Cotton,,,7249.66,,2026-01-01
PR000473,16-Apr-2026,MANDI_006,Hisar,Rice,2041.0,2531.25,2285.95,2183.0,2026-04-16
PR006521,2026-07-19,MANDI_050,Kurukshetra,Maize,1880.6,2004.0,1942.5043754022104,2090.0,2026-07-19
PR008399,05.08.2026,MANDI_030,Ferozepur,Cotton,,7377.68,0.6905,,2026-05-08
PR011328,2026-04-08,MANDI_025,Ludhiana,Mustard,5668.38,6090.920515263565,5879.65,,2026-04-08
PR000087,23/03/2026,MANDI_048,Ludhiana,Cotton,5993.0,6870.79,6432.11,6620.0,2026-03-23
PR009504,05-01-2026,MANDI_025,Amritsar,Sugarcane,3643.67,4105.87,3874.77,,2026-05-01
PR002633,2026-04-11,MANDI_048,Patiala,Mustard,,,5749.0,5650.0,2026-04-11
PR011155,2026-05-29,MANDI_044,Sirsa,Wheat,2091.78,2298.7,0.2195,,2026-05-29
PR002977,08-12-2026,MANDI_025,Jalandhar,Maize,1856.830697550591,2300.34,0.2079,2090.0,2026-08-12
PR003061,2026/04/05,MANDI_035,,Cotton,0.6615,0.8247,7431.0,6620.0,2026-04-05
PR010808,25/02/2026,MANDI_044,Jalandhar,Cotton,5675.0,6676.39,0.6176,0.662,2026-02-25
PR008148,01.03.2026,MANDI_050,Hisar,Wheat,2065.7426505268495,2357.97,2211.86,2275.0,2026-01-03
PR001112,06-Jan-2026,MANDI_057,Ludhiana,Mustard,4954.35,5285.98,5120.16,,2026-01-06
PR000480,08-05-2026,,,Wheat,2339.15,2883.21,2611.18,2275.0,2026-08-05
PR003719,2026/04/07,MANDI_004,Hisar,Wheat,2000.402965532587,2315.72,2158.06,2275.0,2026-04-07
PR005664,03-04-2026,MANDI_052,,Wheat,1978.57,2335.34,2156.96,2275.0,2026-03-04
PR009185,20/02/2026,,Ambala,Cotton,6471.14,8034.33,7252.74,6620.0,2026-02-20
PR011351,18.06.2026,,,Maize,2147.86,2567.0,2357.245505134594,2090.0,2026-06-18
PR011437,11.06.2026,MANDI_048,Amritsar,Mustard,5730.97,6198.87,,5650.0,2026-11-06
PR000735,12-Jun-2026,MANDI_042,Jalandhar,Wheat,1954.4527316631602,0.2282,2118.1,,2026-06-12
PR001158,10/07/2026,MANDI_012,Jalandhar,Wheat,,2364.65,,2275.0,2026-10-07
PR008953,2026/04/13,MANDI_055,Kurukshetra,Wheat,1960.0,2375.76,2168.0,,2026-04-13
PR003584,01.02.2026,MANDI_031,,Wheat,2302.97,2842.62,2572.8,2275.0,2026-01-02
PR004377,2026-05-06,MANDI_042,Sirsa,Cotton,6133.721419008144,6541.37,0.6338,0.662,2026-05-06
PR005393,2026-06-11,,Ferozepur,Cotton,6785.0,7586.0,7186.0,,2026-06-11
PR004250,2026-06-02,MANDI_050,Jalandhar,Wheat,2045.8196408766657,2233.148324971373,2139.483982924019,2275.0,2026-06-02
PR006608,2026-04-12,MANDI_039,Fatehabad,Sugarcane,3250.79,3889.0,3569.98,,2026-04-12
PR000680,2026-08-17,MANDI_020,Fatehabad,Sugarcane,3523.19,3710.14,3616.67,3500.0,2026-08-17
PR011602,2026/06/21,MANDI_013,Fatehabad,Cotton,5883.6,7165.0,,6620.0,2026-06-21
PR003767,2026-06-08,MANDI_025,Sirsa,Rice,,,2305.019968012686,2183.0,2026-06-08
PR003326,2026/05/20,MANDI_015,,Wheat,2257.063191755116,2665.44,,2275.0,2026-05-20
PR011079,07-May-2026,MANDI_014,,Sugarcane,3280.280525355578,3699.22,3489.75,,2026-05-07
PR006460,2026/03/21,,,Wheat,2139.24,2658.819447477061,2399.0,,2026-03-21
PR009731,04/09/2026,MANDI_033,Ludhiana,Cotton,,7146.94,6488.69,6620.0,2026-04-09
PR009297,2026-01-17,MANDI_015,Hisar,Rice,2014.0,2233.49,2123.89,2183.0,2026-01-17
PR005088,27.04.2026,MANDI_003,,Maize,1818.65,2007.07,0.1913,0.209,2026-04-27
PR011542,03-06-2026,MANDI_043,Amritsar,Rice,2114.0,2606.68,2360.0,2183.0,2026-03-06
PR004469,2026/02/09,MANDI_043,,Mustard,5151.0,5762.0,5456.58,,2026-02-09
PR003613,08-23-2026,MANDI_047,Kurukshetra,Mustard,5261.430704252819,,,5650.0,2026-08-23
PR005439,2026-04-08,MANDI_043,Patiala,Wheat,0.2195,2475.0,0.2335,2275.0,2026-04-08
PR001257,02/01/2026,MANDI_025,,Cotton,,6758.54735579293,6448.32,6620.0,2026-02-01
PR000571,24.03.2026,MANDI_043,,Cotton,0.6067,6590.21,6328.0,6620.0,2026-03-24
PR009901,10-Jul-2026,MANDI_017,Karnal,Mustard,0.5551,6272.73,,5650.0,2026-07-10
PR010291,18-Mar-2026,MANDI_046,,Wheat,2273.0,2741.0,2507.0,2275.0,2026-03-18
PR001331,05.01.2026,MANDI_019,Amritsar,Wheat,,2062.68,0.2001,2275.0,2026-05-01
PR007117,2026/07/18,MANDI_023,Patiala,Rice,2172.89,2538.0,,2183.0,2026-07-18
PR007026,17.05.2026,MANDI_016,Jalandhar,Rice,,0.2312,2169.96,,2026-05-17
PR008496,2026/03/25,MANDI_005,Ambala,Maize,2153.933151233241,,2241.926227252412,0.209,2026-03-25
PR000695,17/07/2026,MANDI_036,Karnal,Rice,0.2199,2548.0,0.2373,2183.0,2026-07-17
PR000157,2026-07-19,MANDI_017,Sirsa,Wheat,,0.2343,0.2272,,2026-07-19
PR000163,2026-06-03,MANDI_036,Sirsa,Wheat,,,2199.2,0.2275,2026-06-03
PR004515,2026-04-11,MANDI_016,Ludhiana,Wheat,2235.705773654978,0.261,2422.69,2275.0,2026-04-11
PR006388,04-09-2026,MANDI_037,Jalandhar,Wheat,,2473.0,2258.09,2275.0,2026-04-09
PR005139,16-Jan-2026,MANDI_027,Fatehabad,Mustard,,5830.008465259425,5343.71,5650.0,2026-01-16
PR011452,2026/04/03,MANDI_021,Ambala,Mustard,0.5424,6088.37,5756.3,5650.0,2026-04-03
PR011054,28.05.2026,MANDI_004,Ferozepur,Maize,,2485.43,2309.0,2090.0,2026-05-28
PR009849,2026-06-24,MANDI_008,Karnal,Cotton,,7383.45,0.6742,6620.0,2026-06-24
PR004963,2026-03-04,MANDI_017,,Wheat,0.2253,2597.66,,,2026-03-04
PR009802,07-May-2026,MANDI_037,,Mustard,5225.78,5900.36,5563.068334158452,5650.0,2026-05-07
PR007606,2026/06/27,MANDI_035,Kurukshetra,Rice,2204.05,2720.78,2462.0,2183.0,2026-06-27
PR009398,24/02/2026,,Hisar,Sugarcane,3630.34,4355.081877376504,3993.0,0.35,2026-02-24
PR007548,02-20-2026,MANDI_042,Hisar,Maize,1958.2421395467688,0.2303,2130.43,0.209,2026-02-20
PR007682,28.01.2026,MANDI_049,Kurukshetra,Rice,,,1959.24,0.2183,2026-01-28
